City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
468,chalons-en-champagne,48.9539,4.3672,14.57,61,19,4.39,FR,1682082882
469,kanniyakumari,8.0833,77.5667,29.29,78,15,7.91,IN,1682082883
470,gat,31.61,34.7642,24.11,11,16,6.07,IL,1682082722
471,kamskiye polyany,55.4307,51.4171,15.45,37,100,1.42,RU,1682082885
472,bathsheba,13.2167,-59.5167,27.06,75,31,7.84,BB,1682082886
473,vuktyl,63.8567,57.3094,1.42,93,100,2.93,RU,1682082887
474,baghdad,33.3406,44.4009,29.95,32,0,4.12,IQ,1682082888
475,lovington,32.944,-103.3485,7.24,33,0,0.45,US,1682082889
476,villa rica,33.7321,-84.9191,18.21,78,4,3.92,US,1682082890
477,ginir,7.1333,40.7,21.24,60,79,3.94,ET,1682082892
478,yerbogachen,61.2767,108.0108,-10.94,89,20,1.81,RU,1682082893
479,umarkot,25.3616,69.7362,37.62,4,45,6.89,PK,1682082894
480,sao joao da barra,-21.6403,-41.0511,25.05,58,4,5.61,BR,1682082726
481,cedar city,37.6775,-113.0619,-0.46,55,0,0.0,US,1682082896
482,laguna,38.421,-121.4238,13.07,70,0,2.57,US,1682082897
483,punta gorda,26.9298,-82.0454,24.43,83,0,4.02,US,1682082898
484,kudahuvadhoo,2.6708,72.8944,29.19,71,81,2.84,MV,1682082899
485,san vicente de canete,-13.0751,-76.3835,22.89,80,100,2.61,PE,1682082900
486,luganville,-15.5333,167.1667,26.33,85,69,1.96,VU,1682082901
487,kutulik,53.3508,102.7839,-1.15,39,80,0.47,RU,1682082904
488,moron,-34.6534,-58.6198,17.76,68,100,3.94,AR,1682082906
489,ketchikan,55.3422,-131.6461,4.99,87,100,3.6,US,1682082907
490,bidar,17.9,77.55,30.01,35,75,2.74,IN,1682082908
491,gazli,40.1333,63.45,25.74,10,0,5.74,UZ,1682082909
492,nenjiang,49.1833,125.2167,1.45,48,29,3.92,CN,1682082912
493,khagaria,25.5,86.4833,31.88,26,83,1.82,IN,1682082914
494,sukhodol,53.9006,51.2117,15.19,33,100,2.97,RU,1682082915
495,maues,-3.3836,-57.7186,28.1,77,68,2.01,BR,1682082916
496,khilok,51.3674,110.4676,-8.61,66,71,0.46,RU,1682082917
497,manoel urbano,-8.8389,-69.2597,22.01,96,100,1.39,BR,1682082918
498,eyemouth,55.8713,-2.0901,12.68,72,40,9.72,GB,1682082921
499,berdigestyakh,62.0989,126.6992,-5.77,96,100,2.58,RU,1682082923
500,balkanabat,39.5108,54.3671,31.17,8,100,9.11,TM,1682082924
501,xuddur,4.1213,43.8894,34.74,32,90,1.6,SO,1682082925
502,lasa,46.6166,10.7002,10.2,92,93,1.88,IT,1682082926
503,jumla,29.2747,82.1838,7.29,85,9,2.22,NP,1682082928
504,lieksa,63.3167,30.0167,3.77,96,100,2.16,FI,1682082929
505,novikovo,51.1537,37.8879,7.49,89,100,4.87,RU,1682082930
506,karatau,43.1667,70.4667,12.22,33,0,5.27,KZ,1682082931
507,wunstorf,52.4333,9.4167,21.12,38,20,11.32,DE,1682082932
508,ouallam,14.3188,2.0866,41.58,4,85,3.82,NE,1682082933
509,bone,51.9669,12.1396,21.27,49,6,6.46,DE,1682082934
510,villarrica,-25.75,-56.4333,19.24,45,0,3.47,PY,1682082635
511,olafsvik,64.8945,-23.7142,3.41,87,100,8.25,IS,1682082936
512,evensk,61.95,159.2333,-4.08,77,20,6.48,RU,1682082937
513,moree,-29.4667,149.85,17.72,51,0,5.23,AU,1682082939
514,paez,5.1011,-73.0512,20.78,79,100,0.27,CO,1682082940
515,gondal,21.9667,70.8,34.17,18,53,6.23,IN,1682082941
516,strizhi,58.4576,49.2867,13.4,31,100,3.83,RU,1682082942
517,yefremov,53.1481,38.0992,12.24,53,100,5.87,RU,1682082944
518,bogorodskoye,56.55,37.8833,11.33,54,99,4.31,RU,1682082946
519,ilongero,-4.6667,34.8667,22.57,66,100,4.73,TZ,1682082947
520,mayya,61.7333,130.2811,-0.38,98,78,0.47,RU,1682082948
521,sebu,6.22,124.6936,22.11,89,80,0.68,PH,1682082950
522,kabalo,-6.05,26.9167,28.51,72,100,1.45,CD,1682082951
523,linfen,36.0889,111.5189,4.93,89,100,4.69,CN,1682082952
524,yabrud,33.9674,36.6574,15.48,30,6,3.71,SY,1682082953
525,salalah,17.0151,54.0924,31.05,58,0,5.66,OM,1682082954
526,florianopolis,-27.6146,-48.5012,20.31,67,100,2.06,BR,1682082832
527,druzhba,52.0428,33.9453,13.01,58,100,6.93,UA,1682082956
528,vanimo,-2.6741,141.3028,25.99,88,66,0.45,PG,1682082957
529,asosa,10.0667,34.5333,32.59,9,19,4.0,ET,1682082959
530,moate,53.55,-7.7167,13.97,63,32,8.26,IE,1682082960
531,sal rei,16.1833,-22.9167,24.11,64,75,8.75,CV,1682082961
532,betsiamites,48.9413,-68.646,6.05,65,55,1.3,CA,1682082962
533,quatre cocos,-20.2078,57.7625,28.06,76,72,4.71,MU,1682082963
534,salinas,36.6777,-121.6555,11.09,74,0,1.54,US,1682082933
535,lano,10.1725,11.4715,39.66,21,100,4.1,NG,1682082966
536,inhambane,-23.865,35.3833,29.99,54,0,4.12,MZ,1682082967
537,veraval,20.9,70.3667,27.9,69,2,7.06,IN,1682082969
538,tuatapere,-46.1333,167.6833,9.71,90,99,1.96,NZ,1682082970
539,clyde river,70.4692,-68.5914,-13.87,85,20,7.2,CA,1682082971
540,tynda,55.1667,124.7167,-8.99,91,83,2.18,RU,1682082973
541,khuzhir,53.1939,107.3397,-6.09,75,81,1.06,RU,1682082974
542,leh,34.1667,77.5833,-0.21,52,92,2.44,IN,1682082861
543,valparaiso,-33.0393,-71.6273,17.22,72,75,2.57,CL,1682082798
544,ankazobe,-18.3167,47.1167,22.75,71,100,1.07,MG,1682082977
545,santa fe,-31.6333,-60.7,19.44,59,10,5.36,AR,1682082765
546,changying,52.8733,123.3213,-4.38,74,100,2.46,CN,1682082979
547,flinders,-34.5833,150.8552,13.99,81,4,0.89,AU,1682082980
548,galesong,-5.3166,119.3661,27.01,84,72,4.29,ID,1682082981
549,longyan,25.1072,117.0225,20.71,97,100,1.67,CN,1682082984
550,ituango,7.1712,-75.764,18.54,94,96,0.32,CO,1682082985
551,goksun,38.021,36.4973,12.11,46,99,2.58,TR,1682082986
552,agadir,30.4202,-9.5982,23.25,58,0,6.1,MA,1682082987
553,kabo,7.6994,18.629,43.01,14,100,0.78,CF,1682082988
554,thinadhoo,0.5333,72.9333,29.31,71,100,2.94,MV,1682082989
555,grants,35.1473,-107.8514,-3.87,36,0,3.09,US,1682082991
556,stabat,3.761,98.4513,28.11,88,100,0.3,ID,1682082992
557,ewo,-0.8725,14.8206,24.39,88,100,2.06,CG,1682082993
558,vila franca do campo,37.7167,-25.4333,16.23,64,78,7.59,PT,1682082994
559,puerto quijarro,-17.7833,-57.7667,24.8,53,1,1.77,BO,1682082996
560,bandar,2.05,99.75,24.77,97,100,1.28,ID,1682082975
561,along,28.1667,94.7667,22.49,69,48,0.74,IN,1682082999
562,sayanogorsk,53.0875,91.3997,-0.58,75,88,2.29,RU,1682083000
